Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Calories_Burned,Sets,Reps,Burns Calories (per 30 min),E,I,S,D,R
Burpees,Cardio,"Shoulders, Upper Back",Abs,Lower Chest,2,1983.34,4,21,370.57,0.8012707216927132,0.583072605639649,0.30833333333333335,0.9281045751633985,0.6280061295195501
Pull-ups,Strength,Calves,Legs,Triceps,2,1621.35,4,10,319.95,0.6307264977783211,0.2332918474262579,0.125,0.6601307189542484,0.862462331049237
Pull-ups,Cardio,"Lower Abs, Hip Flexors",Legs,Upper,3,1106.78,5,15,356.62,0.6030081347160365,0.6697913801762782,0.16666666666666666,0.503267973856209,0.559311137275766
Plyo Squats,Strength,"Core, Shoulders, Legs",Arms,Quads,2,1502.45,4,21,359.21,0.6851747734011502,0.39614036905817596,0.30833333333333335,0.5882352941176469,0.8140032288424475
Deadlifts,Cardio,Calves,Legs,Lower,2,1245.92,4,12,223.28,0.3665428598720305,0.5470676229000448,0.15833333333333333,0.5294117647058822,0.5745112529195662
Bear Crawls,Strength,"Obliques, Core",Arms,Lower,2,1364.96,5,21,346.14,0.6325677661983977,0.7761854040373953,0.3958333333333333,0.5816993464052287,0.4706874279508265
Scissors Kicks,Yoga,Triceps,Back,Lateral,3,915.16,4,15,362.41,0.577139228097504,0.1868944492130445,0.125,0.5098039215686274,0.4817633705721428
Reverse Lunges,HIIT,"Chest, Triceps, Shoulders",Abs,Upper,1,2186.22,5,23,333.25,0.7670101372590477,0.2755583292949414,0.9166666666666666,0.6797385620915032,0.7287680442394185
Pistol Squats,Yoga,"Core, Lower Back",Arms,Lats,1,1383.79,5,23,350.87,0.645583761768187,0.3037657741370706,0.9166666666666666,0.8366013071895425,0.5498814127084719
Dragon Flags,HIIT,"Full Body, Core, Shoulders",Chest,Anterior,1,1139.47,5,23,372.61,0.6409795164377734,0.22159746110524636,0.9166666666666666,0.2941176470588235,0.5611660466685491
Lat Pulldowns,Strength,"Chest, Triceps, Shoulders",Abs,Wrist Flexors,1,999.9,5,16,351.13,0.5713442975412806,0.38865384169475786,0.625,0.33986928104575165,0.738822914405576
Bird Dogs,HIIT,"Quadriceps, Glutes",Back,Lats,3,1452.0,5,22,363.81,0.6844431913025246,0.9646214793610076,0.2638888888888889,0.3986928104575163,0.40632531284167406
Bicycle Crunches,HIIT,"Rear Deltoids, Upper Back",Forearms,Lateral,3,1440.0,4,15,360.93,0.6764138792028183,0.23703568874140685,0.125,0.3921568627450981,0.5656432854572181
Dips,Cardio,Core,Forearms,Upper,2,1113.6,4,17,340.51,0.5724931871812545,0.36961227689052073,0.24166666666666667,0.43790849673202603,0.9338437241512343
Dead Bugs,Cardio,"Upper Chest, Triceps",Forearms,Triceps,2,579.74,4,15,344.29,0.47600828050376465,0.26052431916346336,0.20833333333333334,0.11111111111111113,0.5269925248419791
Dead Bugs,Strength,"Quadriceps, Calves, Glutes",Forearms,Lats,1,1805.96,4,19,358.88,0.7436237967417967,0.4585529300851792,0.5916666666666667,0.6862745098039216,0.6619190976191653
Superman,HIIT,"Core, Obliques",Forearms,Lats,2,1403.6,5,16,363.76,0.6749196211151763,0.4677367792484731,0.2916666666666667,0.43790849673202603,0.5953121898654751
Turkish Get-ups,HIIT,"Core, Shoulders, Legs",Back,Grip Strength,1,1636.8,4,20,365.02,0.7228202459618481,0.2147106785589497,0.625,0.4901960784313726,0.6055534937063026
Zottman Curls,HIIT,Shoulders,Shoulders,Upper,3,1291.44,4,22,364.75,0.6550359795956768,0.4747939149688348,0.20277777777777778,0.3202614379084967,0.5372798528031987
Wall Angels,Strength,"Lower Back, Glutes",Abs,Lats,1,921.54,5,25,328.63,0.5116121305169155,0.9682426510558286,1.0,0.28758169934640526,0.5452172012938775
Tricep Dips,Strength,"Biceps, Forearms",Forearms,Lower Chest,1,1813.5,4,25,367.45,0.7620314681480507,0.2570508706707033,0.7916666666666666,0.6928104575163399,0.7867547930778501
Scissors Kicks,Yoga,"Obliques, Core",Legs,Wrist Flexors,3,879.13,4,21,341.38,0.5285554120665226,0.487881076151531,0.19166666666666668,0.4771241830065359,0.8413886112056892
Leg Raises,Cardio,"Triceps, Chest",Forearms,Grip Strength,2,625.94,4,18,354.09,0.5043752750351356,0.22919202212920622,0.25833333333333336,0.14379084967320255,0.5452357427478034
Push-ups,Cardio,"Lower Back, Glutes",Arms,Lower,3,1030.54,4,15,339.38,0.5540856875920944,0.5040769160277614,0.125,0.4444444444444443,0.36864342536485983
Incline Push-ups,HIIT,"Rear Deltoids, Upper Back",Forearms,Quads,3,1088.01,5,17,350.53,0.5873156506656325,0.6357662194836722,0.19444444444444445,0.2679738562091503,0.6608292019031043
Shoulder Press,Strength,"Rear Deltoids, Upper Back",Forearms,Upper,1,1383.55,4,15,362.59,0.6687027454186659,0.19400037904008233,0.4583333333333333,0.5163398692810457,0.5848615939655368
Pistol Squats,HIIT,"Lower Back, Glutes",Chest,Grip Strength,2,2843.51,4,22,342.83,0.9139374161740424,0.5175793560342025,0.325,0.980392156862745,0.6989998105123746
Lateral Raises,Cardio,"Back, Hamstrings, Glutes",Back,Upper,3,1152.0,4,22,342.88,0.5846552022191005,0.11126083921259726,0.20277777777777778,0.4640522875816993,0.6802977175420212
Bicep Curls,Strength,Core,Arms,Quads,1,1067.26,3,20,190.49,0.2669404869815223,0.44561677989657905,0.4583333333333333,0.3856209150326798,0.7647068868959239
Face Pulls,Yoga,Core,Arms,Grip Strength,1,856.8,5,22,330.93,0.5035517399995942,0.7572715839152591,0.875,0.4575163398692809,0.8143236970792171
Box Jumps,Cardio,"Back, Core, Shoulders",Arms,Wrist Flexors,1,1333.29,5,15,359.45,0.652709299787552,0.6328784789316145,0.5833333333333334,0.5882352941176469,0.7076678523458364
Mountain Climbers,Strength,Lower Abs,Shoulders,Wrist Flexors,2,733.93,5,16,342.64,0.5027717034020113,0.2877458302523705,0.2916666666666667,0.1633986928104575,0.613439738143462
Deadlift,Yoga,Lower Abs,Back,Middle,1,944.77,5,15,368.01,0.5939740098464769,0.29793842862721587,0.5833333333333334,0.5359477124183007,0.5834690032071684
Resistance Band Pull-Aparts,Yoga,"Back, Hamstrings, Glutes",Arms,Lats,3,984.76,4,19,359.26,0.5844658796420246,0.284855283778409,0.16944444444444443,0.5751633986928104,0.6410634728583525
Mountain Climbers,Cardio,"Lower Back, Glutes",Back,Wrist Flexors,3,448.39,5,25,337.16,0.4363378779034771,0.969408870612243,0.3055555555555555,0.013071895424836631,0.35430737197600637
Bench Press,HIIT,"Core, Shoulders, Hips",Abs,Lower,1,1415.93,5,23,339.65,0.6296648373368404,0.543757988982851,0.9166666666666666,0.3790849673202614,0.666288754465239
Flutter Kicks,Strength,"Lower Back, Glutes",Shoulders,Lats,2,1545.69,3,10,270.33,0.5179147779687998,0.8434174101134534,0.08333333333333333,0.6143790849673202,0.623966362366613
Dead Bugs,HIIT,"Legs, Shoulders, Core",Arms,Lower,3,1402.32,5,21,369.08,0.6851858683052494,0.45236796001466917,0.25,0.43790849673202603,0.5700072323721393
Lateral Raises,Strength,"Legs, Shoulders, Core",Abs,Anterior,2,1458.0,4,23,333.47,0.6256415918179059,0.46547274364225455,0.3416666666666667,0.5620915032679737,0.84722697438391
Tricep Dips,Strength,"Lower Chest, Triceps",Back,Middle,2,1178.18,4,21,358.97,0.6215565771299092,0.35274658053591723,0.30833333333333335,0.3921568627450981,0.751017619958319
Flutter Kicks,HIIT,"Chest, Triceps, Shoulders",Arms,Middle,1,2821.43,5,23,333.87,0.8919275552818666,0.273606822994625,0.9166666666666666,0.9673202614379085,0.6863941992454043
Mountain Climbers,Strength,"Quadriceps, Calves, Glutes",Shoulders,Posterior,2,1100.68,4,20,350.05,0.5888340629881862,0.49941812057359636,0.2916666666666667,0.3464052287581699,0.5917366643645556
Dragon Flags,HIIT,"Glutes, Hamstrings",Legs,Posterior,1,2829.22,4,21,343.03,0.9115501004814693,0.7865974725135091,0.6583333333333333,0.9738562091503268,0.6922996754620787
Flutter Kicks,Strength,"Core, Lower Back",Chest,Lower Chest,3,1219.38,5,22,345.97,0.6038835277993692,0.5114199871385348,0.2638888888888889,0.4183006535947712,0.4927224062784211
Mountain Climbers,Strength,Quadriceps,Shoulders,Posterior,1,791.28,4,25,332.62,0.49413373894595025,0.2479894946864888,0.7916666666666666,0.20261437908496732,0.9054323261458597
Tricep Extensions,Yoga,"Quadriceps, Hamstrings, Glutes",Shoulders,Lateral,3,704.27,5,16,331.31,0.47460128402276835,0.668392844048006,0.18055555555555555,0.3790849673202614,0.4009800419379139
Mountain Climbers,Yoga,"Core, Lower Back",Abs,Wrist Extensors,3,350.12,5,25,378.86,0.49962624863084876,0.4135517097375418,0.3055555555555555,0.026143790849673224,0.29233312623599295
Deadlift,Yoga,Lower Abs,Shoulders,Lower,3,744.44,3,8,250.35,0.3223981286041761,0.28401956518196236,0.025,0.4183006535947712,0.6994157776086162
Deadlift,Strength,"Upper Chest, Triceps",Forearms,Lats,2,1908.57,5,22,348.59,0.743265451638746,0.8813785485149269,0.4166666666666667,0.7450980392156863,0.5782561718212443
Lunges,HIIT,Shoulders,Chest,Lower Chest,1,1361.87,4,24,334.4,0.6087608128931281,0.35437232885323666,0.7583333333333333,0.35294117647058826,0.6685932338373903
Seated Rows,Yoga,Lower Abs,Abs,Posterior,1,873.38,5,18,360.29,0.564813188317292,0.41170529310525616,0.7083333333333334,0.47058823529411753,0.8664920247319576
Lat Pulldowns,Strength,"Full Body, Core, Shoulders",Forearms,Lateral,2,1475.1,3,10,278.93,0.5211678017876915,0.7695282949017127,0.08333333333333333,0.6535947712418301,0.4884798012718575
Scissors Kicks,Yoga,"Legs, Core",Chest,Grip Strength,2,923.16,4,25,365.86,0.5855162963790286,0.6092767625784499,0.375,0.5947712418300654,0.5411836334797668
Glute Bridges,Cardio,Full Body,Forearms,Quads,3,1365.47,5,20,358.96,0.6580070511783215,0.36882924225464,0.23611111111111113,0.6078431372549018,0.7844129738481277
Bear Crawls,Strength,"Triceps, Chest",Shoulders,Lower Chest,2,1470.02,5,17,355.87,0.6722579736439771,0.29106402239959767,0.3125,0.5686274509803922,0.7213470272675473
Lat Pulldowns,HIIT,"Quadriceps, Hamstrings, Glutes",Chest,Posterior,1,1645.6,3,12,179.77,0.3583692241075784,0.6726840834468002,0.25833333333333336,0.5686274509803922,0.5288233582300931
Bench Press,Yoga,"Upper Chest, Triceps",Legs,Anterior,2,1339.54,5,22,354.91,0.6449525867465034,0.6275029063452632,0.4166666666666667,0.803921568627451,0.6950979886304727
Scissors Kicks,Cardio,"Back, Biceps",Back,Triceps,2,1028.06,5,16,333.02,0.5410316095178009,0.5816717200854973,0.2916666666666667,0.3790849673202614,0.8472273159897487
Face Pulls,HIIT,"Core, Shoulders, Hips",Chest,Anterior,2,1679.19,4,24,352.42,0.7061695594550097,0.35253079744776444,0.35833333333333334,0.5098039215686274,0.7638210475553062
Bicycle Crunches,Strength,"Lower Back, Glutes",Back,Lats,3,733.27,3,12,314.07,0.44617180534152423,0.28746604009424,0.058333333333333334,0.1633986928104575,0.4881163948826226
Reverse Lunges,Strength,"Core, Lower Back",Forearms,Lateral,1,823.19,5,24,346.27,0.5273279971648874,0.49523549020268764,0.9583333333333334,0.22222222222222218,0.8175807256530144
Jumping Jacks,HIIT,"Full Body, Core, Shoulders",Arms,Upper,2,1793.7,3,10,229.53,0.4855636218426118,0.5460125225216396,0.08333333333333333,0.5686274509803922,0.7928221443945763
Rows,Cardio,"Glutes, Hamstrings, Core",Legs,Middle,2,2028.0,5,16,341.08,0.7516773384388407,0.5269316800361182,0.2916666666666667,0.9542483660130717,0.6922051642952105
Tricep Extensions,HIIT,Full Core,Chest,Middle,3,1598.53,5,25,340.48,0.6668623878139376,0.40471888905378844,0.3055555555555555,0.47058823529411753,0.6487517766732538
Step-ups,Yoga,"Upper Back, Rear Deltoids",Shoulders,Quads,1,770.4,4,24,374.82,0.5734802564490709,0.7761549370781611,0.7583333333333333,0.3790849673202614,0.5779637705299023
Squats,Strength,Calves,Shoulders,Wrist Flexors,1,1219.91,4,21,360.64,0.6329834119174224,0.7329590835768572,0.6583333333333333,0.4836601307189542,0.8046009150439384
Turkish Get-ups,Cardio,"Obliques, Core",Back,Quads,1,1306.69,3,10,231.65,0.3949204789659038,0.5469913166273153,0.20833333333333334,0.5686274509803922,0.7954835974793804
Dips,Strength,"Lower Chest, Triceps",Forearms,Lateral,2,821.7,4,22,358.06,0.5503419350617799,0.539716752914041,0.325,0.22222222222222218,0.8294324886259125
Mountain Climbers,Strength,Calves,Back,Lower Chest,1,2246.4,5,15,343.88,0.7997399774137747,0.2607951923143366,0.5833333333333334,0.9346405228758167,0.793747159446277
Box Jumps,Cardio,"Upper Back, Rear Deltoids",Forearms,Grip Strength,3,731.06,5,17,374.85,0.5658790319507645,0.304432692380955,0.19444444444444445,0.22222222222222218,0.39358904567079467
Rows,Strength,"Lower Chest, Triceps",Back,Triceps,1,1145.75,5,22,351.65,0.6007729209527487,0.6433475307716751,0.875,0.37254901960784315,0.560795497723186
Calf Raises,Yoga,"Core, Obliques",Back,Wrist Flexors,3,887.08,5,25,349.64,0.5464301760511107,0.5411165350636766,0.3055555555555555,0.4836601307189542,0.536065558864179
Push Ups,Strength,"Chest, Triceps",Arms,Wrist Flexors,3,2156.11,5,16,361.65,0.8172822935653764,0.5778601034195178,0.18055555555555555,0.8823529411764705,0.6624244085822072
Windshield Wipers,Strength,Core,Shoulders,Grip Strength,2,1188.0,3,10,275.21,0.45790901454604993,0.32728088233243463,0.08333333333333333,0.3986928104575163,0.7669857857945594
Lat Pulldowns,Yoga,"Legs, Shoulders, Core",Legs,Wrist Flexors,3,1546.78,4,15,347.96,0.6715702614838907,0.639465474674783,0.125,0.9738562091503268,0.7948112705429049
Frog Jumps,Yoga,"Quadriceps, Hamstrings, Glutes",Chest,Posterior,1,727.2,4,21,337.0,0.4903131895631198,0.661269951259144,0.6583333333333333,0.33986928104575165,0.5268011417195176
Bear Crawls,Strength,Core,Legs,Lats,3,2318.38,4,16,367.47,0.8603842831319479,0.5260047630707703,0.1361111111111111,0.9738562091503268,0.6462150000145094
Bicycle Crunches,Cardio,"Upper Back, Rear Deltoids",Arms,Wrist Flexors,3,2019.15,5,16,370.42,0.8079473716191974,0.25181989933643284,0.18055555555555555,0.9477124183006534,0.8588499144938287
Push-ups,Cardio,"Biceps, Forearms",Chest,Wrist Flexors,1,1028.66,4,21,357.57,0.5896739037122866,0.30055503127124317,0.6583333333333333,0.4444444444444443,0.57390053725964
Bicycle Crunches,Strength,Core,Arms,Lower Chest,3,899.26,5,20,327.92,0.5058702504129579,0.3769653168722623,0.23611111111111113,0.27450980392156865,0.7465132690283389
Bear Crawls,HIIT,Triceps,Chest,Wrist Flexors,3,1519.26,4,20,338.61,0.6477302180691966,0.2573265455028173,0.18055555555555555,0.4313725490196078,0.8282909607964998
Lateral Raises,HIIT,Lower Abs,Back,Wrist Extensors,2,1110.16,5,16,365.97,0.6221474915267139,0.4584732647162696,0.2916666666666667,0.28104575163398693,0.5736870639292567
Tricep Extensions,Strength,Full Body,Back,Triceps,2,1220.4,5,23,370.6,0.6527657346978631,0.35378557890791323,0.4375,0.4183006535947712,0.7309534621634417
Turkish Get-ups,Strength,"Legs, Core",Chest,Posterior,3,739.8,4,24,334.22,0.4872717977548451,0.45811854266326485,0.225,0.16993464052287582,0.6020354346628768
Dips,Strength,Quadriceps,Forearms,Upper,1,1188.0,4,17,355.35,0.6163135053746396,0.29493362125802486,0.525,0.3986928104575163,0.8067478964540961
Pistol Squats,Cardio,"Legs, Core",Shoulders,Grip Strength,3,614.88,4,18,335.66,0.4657929206564844,0.4710693929773764,0.15833333333333333,0.13725490196078433,0.29964888797342515
Dragon Flags,Cardio,Quadriceps,Chest,Anterior,3,1316.3,5,23,330.08,0.5913482478225767,0.2659176350394619,0.2777777777777778,0.5751633986928104,0.5112352653330808
Squats,HIIT,Quadriceps,Legs,Upper,1,1654.12,5,21,334.78,0.6664206049583319,0.20919543522377626,0.8333333333333334,0.4967320261437908,0.6274533569797358
Rows,Strength,"Core, Shoulders, Hips",Forearms,Posterior,1,1304.42,5,15,349.56,0.6275390137901041,0.43383949211943224,0.5833333333333334,0.5424836601307189,0.6070348081717472
Deadlift,Cardio,"Core, Lower Back",Forearms,Lats,1,2038.4,4,15,349.08,0.7695152659777513,0.6451510553958499,0.4583333333333333,0.96078431372549,0.7952461562413932
Calf Raises,HIIT,"Quadriceps, Calves, Glutes",Legs,Lats,3,2860.0,4,22,342.56,0.9166147673581397,0.5088406970489195,0.20277777777777778,0.9869281045751632,0.7004726460615514
Shoulder Press,HIIT,"Shoulders, Upper Back",Shoulders,Lower,3,1466.76,4,19,332.84,0.6261021357607485,0.7602421830661666,0.16944444444444443,0.47058823529411753,0.34404912582774605
Inverted Rows,Cardio,"Upper Chest, Triceps",Arms,Grip Strength,1,624.8,4,18,354.02,0.5040149255532789,0.22927217559498148,0.5583333333333333,0.14379084967320255,0.6446200168666399
Thrusters,Cardio,"Shoulders, Triceps",Legs,Quads,2,1113.6,5,24,341.46,0.5743709544171811,0.4290878002244178,0.4583333333333333,0.43790849673202603,0.5016660560669461
Face Pulls,Yoga,Shoulders,Chest,Lower Chest,1,1340.57,4,19,333.57,0.6029725726574523,0.05302835302881024,0.5916666666666667,0.803921568627451,0.7928075008772774
Wall Angels,Cardio,"Shoulders, Triceps",Arms,Anterior,3,1784.67,5,22,354.97,0.731749584727937,0.6275482727252877,0.2638888888888889,0.803921568627451,0.6965041526115798
Face Pulls,Strength,"Shoulders, Upper Back",Forearms,Wrist Extensors,3,1432.89,4,23,335.09,0.6239541082416803,0.48753225390023847,0.2138888888888889,0.6274509803921569,0.4879716174815004
Bird Dogs,Yoga,"Biceps, Forearms",Abs,Lower Chest,2,1348.36,5,23,361.03,0.6587668446122732,0.24848088890859182,0.4375,0.8104575163398693,0.817904654253993
Box Jumps,Cardio,"Back, Hamstrings, Glutes",Shoulders,Posterior,2,1249.04,4,18,361.45,0.6402568251039756,0.5787429860209695,0.25833333333333336,0.5294117647058822,0.8052019461549939
Reverse Lunges,Cardio,"Quadriceps, Glutes",Chest,Lateral,2,1108.8,4,24,352.64,0.5955346248967167,0.1580252577354557,0.35833333333333334,0.503267973856209,0.6983681361017582
Push-ups,HIIT,"Lower Abs, Hip Flexors",Chest,Middle,2,1184.72,5,16,340.17,0.5856700601306376,0.6512235903195485,0.2916666666666667,0.3202614379084967,0.5560380714972339
Mountain Climbers,Strength,"Core, Obliques",Back,Lower,2,1425.6,5,24,332.25,0.616921019673683,0.22300803398548497,0.4583333333333333,0.5424836601307189,0.8845381607097809
Scissors Kicks,HIIT,Shoulders,Shoulders,Lower,3,1585.1,4,17,333.66,0.6507668249407556,0.523020631944571,0.14722222222222223,0.5359477124183007,0.5633286315731666
Dead Bugs,Strength,"Core, Shoulders, Hips",Back,Anterior,3,554.9,5,20,367.15,0.5163562951594597,0.4019309713742149,0.23611111111111113,0.04575163398692813,0.5363836589181701
Zottman Curls,Strength,Calves,Forearms,Lower,3,1413.62,3,12,179.95,0.31355246483987326,0.8560460689742605,0.058333333333333334,0.5359477124183007,0.5429159378243144
Mountain Climbers,Strength,"Triceps, Chest",Back,Lower,3,1242.0,4,8,313.36,0.543831399703141,0.5716566241667698,0.047222222222222214,0.4313725490196078,0.5198880544050607
Squats,Cardio,"Rear Deltoids, Upper Back",Abs,Wrist Extensors,1,564.74,4,21,364.79,0.5136076302589546,0.5535274364599655,0.6583333333333333,0.0980392156862745,0.7187042562579474
Pistol Squats,HIIT,Shoulders,Shoulders,Grip Strength,3,1938.78,4,24,343.64,0.7393639697074417,0.23523115583632523,0.225,0.6405228758169934,0.5046936327132542
Deadlift,Strength,Core,Chest,Posterior,1,743.85,5,17,345.41,0.5101785596587047,0.3618585626700132,0.6666666666666666,0.16993464052287582,0.6014133512866267
Seated Rows,Strength,"Quadriceps, Hamstrings, Glutes",Forearms,Anterior,2,1070.17,3,20,189.96,0.26645954329979343,0.44409121705562615,0.20833333333333334,0.3856209150326798,0.6616906830302501
Decline Push-ups,Yoga,"Obliques, Core",Arms,Posterior,2,1404.0,5,15,355.66,0.6589870750985126,0.4309927019612124,0.2708333333333333,0.8562091503267972,0.8166193015453735
Glute Bridges,Yoga,"Shoulders, Triceps",Arms,Posterior,2,1427.4,5,21,363.35,0.6787436960585315,0.8449330786157613,0.3958333333333333,0.8758169934640523,0.7739522123652424
Leg Press,HIIT,Full Body,Chest,Triceps,3,1016.4,5,17,375.49,0.6227071823235382,0.2990737884726722,0.19444444444444445,0.2287581699346405,0.39415773693603584
Face Pulls,Strength,Lower Abs,Legs,Posterior,2,1632.16,4,10,319.85,0.6326338265609674,0.23207801020381993,0.125,0.6666666666666665,0.861258826626532
Lateral Raises,Strength,"Core, Lower Back",Shoulders,Lower,3,2166.16,4,20,356.81,0.8096725603489436,0.33757544281992413,0.18055555555555555,0.8888888888888887,0.5891631185167013
Face Pulls,HIIT,"Core, Obliques",Forearms,Grip Strength,3,1029.44,5,15,357.56,0.5898060240525309,0.3927954257344391,0.16666666666666666,0.23529411764705882,0.37146646026159535
