Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,E,I,S,D,R,E_scaled,I_scaled,S_scaled,D_scaled,R_scaled
Deadlifts,Cardio,"Legs, Core",Legs,Grip Strength,3,0.7071742966315,0.24111742930280006,,0.803921568627451,,0.8133248578518261,-1.092938020140785,,1.3481255569093058,
Shoulder Press,HIIT,"Upper Back, Rear Deltoids",Shoulders,Wrist Flexors,3,0.8173774567568952,0.42001960435420893,,0.6993464052287582,,1.753779463572481,-0.22392417864349415,,0.8790832101153361,
Push Ups,Strength,Quadriceps,Shoulders,Triceps,2,0.7437344531856689,0.3752863616962325,,0.7254901960784312,,1.1253228765848031,-0.4412150362513903,,0.9963437968138277,
Decline Push-ups,Cardio,"Lower Chest, Triceps",Legs,Triceps,3,0.468066265036142,0.13043922010707618,,0.052287581699346365,,-1.227181506237775,-1.6305552722260572,,-2.023116310672354,
Shoulder Press,Yoga,"Back, Core, Shoulders",Shoulders,Anterior,3,0.6255263214076432,0.3651813697549075,,0.7254901960784312,,0.11655523473330137,-0.4902998383937152,,0.9963437968138277,
Frog Jumps,Yoga,"Full Body, Core, Shoulders",Forearms,Lower,2,0.616892898557727,0.8823666175191393,,0.7450980392156863,,0.042879105363698954,2.0219174602286905,,1.0842892368376977,
Pull-ups,Strength,Calves,Chest,Middle,3,0.6291020885498451,0.97323716107579,,0.3986928104575163,,0.14707020974891707,2.463319361085513,,-0.4694135369173282,
Seated Rows,Yoga,"Back, Biceps",Forearms,Upper,3,0.21544964742282452,0.6769169333421932,,0.5816993464052287,,-3.382967794450315,1.0239496086376818,,0.35141056997211917,
Bench Press,Strength,"Triceps, Chest",Chest,Lower,3,0.7690149673928968,0.47671955610434524,,0.7516339869281045,,1.3410623889011577,0.051494736017202496,,1.1136043835123202,
Frog Jumps,Cardio,"Full Body, Core, Shoulders",Abs,Grip Strength,1,0.7412190117463304,0.22139198594988382,,0.9019607843137255,,1.103856536741602,-1.1887539782107701,,1.7878527570286527,
Zottman Curls,Strength,Lower Abs,Legs,Posterior,1,0.6696410171691687,0.13846850578307263,,0.5620915032679737,,0.4930223774330654,-1.5915531729627486,,0.2634651299482496,
Thrusters,Cardio,"Core, Obliques",Back,Lats,2,0.7720911094393821,0.17762426861716887,,0.8366013071895425,,1.3673136502277503,-1.4013548152991988,,1.4947012902824215,
Incline Push-ups,HIIT,Triceps,Forearms,Quads,3,0.7374196829293012,0.15496098897826727,,0.6013071895424835,,1.07143372526726,-1.5114412560832184,,0.43935600999598823,
Renegade Rows,HIIT,"Quadriceps, Calves, Glutes",Forearms,Lower Chest,1,0.6809315396488416,0.1409914988204811,,0.4183006535947712,,0.5893737330105184,-1.5792977832734998,,-0.38146809689345884,
Leg Press,Strength,"Biceps, Forearms",Forearms,Lats,1,0.6585283884276362,0.8970335925731849,,0.5424836601307189,,0.3981891360836672,2.0931620067592096,,0.17551968992438055,
Glute Bridges,Cardio,"Core, Lower Back",Abs,Lats,1,0.7072495866973674,0.604422718745211,,0.7581699346405227,,0.813967370182048,0.6718103688819362,,1.1429195301869433,
Leg Raises,Yoga,"Back, Biceps",Legs,Wrist Flexors,2,0.5646847855231601,0.6517049449529281,,0.5751633986928104,,-0.40265585301204093,0.9014828645880666,,0.32209542329749613,
Inverted Rows,Cardio,"Triceps, Chest",Legs,Middle,1,0.6492758892660975,0.16095914704890396,,0.633986928104575,,0.3192299171193974,-1.4823053197237297,,0.5859317433691038,
Scissors Kicks,Cardio,"Shoulders, Triceps",Forearms,Triceps,2,0.6494594265645501,0.6899898335671224,,0.5816993464052287,,0.32079619250982117,1.0874509676385549,,0.35141056997211917,
Tricep Dips,HIIT,"Biceps, Forearms",Arms,Wrist Flexors,1,0.483417652279723,0.41972301469189044,,0.032679738562091575,,-1.0961754368927625,-0.22536485716920637,,-2.111061750696223,
Superman,Strength,"Rear Deltoids, Upper Back",Shoulders,Quads,1,0.5752397218423135,0.7947451718747764,,0.35294117647058826,,-0.31258186182030767,1.5962979893917755,,-0.6746195636396898,
Decline Push-ups,HIIT,"Core, Shoulders, Legs",Chest,Lateral,1,0.7015369285858273,0.9115845989578854,,0.6013071895424835,,0.7652165392095766,2.163843237730194,,0.43935600999598823,
Deadlifts,Cardio,"Lower Abs, Hip Flexors",Shoulders,Triceps,1,0.6397631072985732,0.42826044082274173,,0.47058823529411753,,0.23804948994838943,-0.18389447551320648,,-0.14694692349647417,
Dead Bugs,HIIT,"Back, Core, Shoulders",Abs,Quads,1,0.7419706634979555,0.8008684214818541,,0.6274509803921569,,1.110271002088235,1.626041555460574,,0.5566165966944813,
Push-ups,Cardio,"Core, Shoulders, Hips",Arms,Anterior,1,0.5347168008489198,0.6040067280694557,,0.1633986928104575,,-0.6583974232082727,0.6697897022519115,,-1.5247588172037607,
Turkish Get-ups,HIIT,"Glutes, Hamstrings, Core",Forearms,Lateral,1,0.8815660521405984,0.6477800758097446,,0.8366013071895425,,2.3015537750772954,0.8824178889358033,,1.4947012902824215,
Mountain Climbers,Yoga,"Chest, Triceps",Shoulders,Upper,3,0.518047754623271,0.4708626984369244,,0.5163398692810457,,-0.800648165183769,0.02304516362264843,,0.05825910322588796,
Plyometric Push-ups,Strength,"Core, Lower Back",Back,Lower Chest,2,0.5201552509363288,0.4085632703012506,,0.07189542483660132,,-0.7826631581122911,-0.27957309885352893,,-1.9351708706484843,
Thrusters,Cardio,"Legs, Core",Forearms,Middle,3,0.810914230834815,0.521643977363207,,0.9673202614379085,,1.698623417418113,0.2697142399667078,,2.081004223774884,
Decline Push-ups,Strength,Shoulders,Arms,Posterior,1,0.5993667156617584,0.6063110291835385,,0.43790849673202603,,-0.10668629191221839,0.6809828001700347,,-0.2935226568695898,
Glute Bridges,Yoga,"Biceps, Forearms",Back,Lateral,2,0.5790216430166165,0.7940083974358678,,0.6535947712418301,,-0.28030760414204625,1.5927191218610202,,0.6738771833929739,
Jumping Jacks,Strength,"Biceps, Forearms",Shoulders,Lats,2,0.6256384036562717,0.08751380644013138,,0.5490196078431373,,0.11751172515355998,-1.8390646356133542,,0.20483483659900406,
Deadlift,Cardio,"Triceps, Chest",Back,Posterior,2,0.614160629565151,0.5989081839855784,,0.5816993464052287,,0.019562396884450436,0.6450236233649431,,0.35141056997211917,
Superman,HIIT,"Core, Shoulders, Legs",Forearms,Wrist Extensors,1,0.8422138050700851,0.34415884692935356,,0.869281045751634,,1.9657285413833576,-0.5924163348161283,,1.6412770236555372,
Bicycle Crunches,Cardio,"Upper Chest, Triceps",Forearms,Upper,2,0.48714836695636216,0.48639296691697387,,0.25490196078431365,,-1.0643381665614697,0.0984831412070679,,-1.1143467637590372,
Seated Rows,Strength,"Core, Obliques",Forearms,Wrist Flexors,1,0.4974130491636744,0.7852317463143481,,0.20261437908496732,,-0.9767411534890551,1.5500867094579756,,-1.3488679371560217,
Glute Bridges,Yoga,"Glutes, Hamstrings",Back,Wrist Flexors,1,0.4858807648677993,0.3493515603457596,,0.35294117647058826,,-1.0751556623669767,-0.5671928302249246,,-0.6746195636396898,
Burpees,Yoga,"Chest, Triceps, Shoulders",Forearms,Triceps,1,0.5218677349004668,0.19620119209747275,,0.3856209150326798,,-0.7680491177393668,-1.3111177702091599,,-0.528043830266574,
Superman,Strength,Triceps,Shoulders,Wrist Flexors,2,0.4711406752094274,0.35104838014772294,,0.12418300653594776,,-1.2009450244159223,-0.558950560984715,,-1.700649697251499,
Windshield Wipers,Yoga,"Quadriceps, Glutes",Shoulders,Anterior,3,0.5760740081477662,0.569281122112901,,0.6013071895424835,,-0.30546220756030396,0.5011107455988963,,0.43935600999598823,
Lateral Raises,Cardio,Core,Shoulders,Upper,3,0.8054893892955626,0.5813022220056726,,0.9346405228758167,,1.6523287630262653,0.5595030049095403,,1.9344284904017668,
Resistance Band Pull-Aparts,HIIT,"Upper Back, Rear Deltoids",Forearms,Lower,1,0.5347866309493539,0.7840135101924189,,0.20915032679738563,,-0.6578015052736471,1.5441691511506814,,-1.3195527904813986,
Lateral Raises,Strength,"Core, Obliques",Shoulders,Wrist Extensors,1,0.19433706012061913,0.7943028966956579,,0.5424836601307189,,-3.5631389433034504,1.5941496462970408,,0.17551968992438055,
Lat Pulldowns,Cardio,Lower Abs,Forearms,Wrist Extensors,1,0.4986089522560103,0.4113797826495476,,0.261437908496732,,-0.9665355244498955,-0.2658919448110206,,-1.0850316170844139,
Pull-ups,Cardio,"Core, Obliques",Back,Grip Strength,1,0.7046432895795622,0.8145269310930731,,0.738562091503268,,0.791725683777345,1.6923875006843383,,1.0549740901630746,
Renegade Rows,Cardio,"Quadriceps, Glutes",Shoulders,Lower Chest,2,0.735734839655275,0.29642013516356025,,0.830065359477124,,1.0570555657374205,-0.8243062002568518,,1.4653861436077975,
Thrusters,Strength,"Shoulders, Triceps",Legs,Middle,1,0.5173560687310105,0.5100123551517379,,0.052287581699346365,,-0.80655089231381,0.21321386093034714,,-2.023116310672354,
Renegade Rows,Yoga,"Obliques, Core",Chest,Lower,2,0.6806232327334025,0.3503233036497543,,0.849673202614379,,0.5867426954044257,-0.562472605994498,,1.553331583631667,
Plyometric Push-ups,Cardio,"Quadriceps, Glutes",Forearms,Quads,3,0.5316744947612426,0.41281870993578235,,0.4509803921568627,,-0.6843599343459971,-0.2589023834583607,,-0.23489236352034326,
Lunges,Cardio,"Legs, Shoulders, Core",Arms,Lower,1,0.6250162805164311,0.6175456939963303,,0.37254901960784315,,0.11220263445668058,0.7355549663502007,,-0.5866741236158205,
Dead Bugs,HIIT,"Upper Chest, Triceps",Legs,Lateral,3,0.7131139539144333,0.585410361051112,,0.6078431372549018,,0.8640128602809838,0.5794582105533869,,0.46867115667061127,
Bench Press,Cardio,"Rear Deltoids, Upper Back",Shoulders,Upper,1,0.7057120000643865,0.44085328743205704,,0.849673202614379,,0.8008458732210171,-0.12272496762878542,,1.553331583631667,
Tricep Dips,Cardio,"Obliques, Core",Abs,Triceps,2,0.4319893425964154,0.2880261516623425,,0.1633986928104575,,-1.535055689065761,-0.8650798121246894,,-1.5247588172037607,
Scissors Kicks,Cardio,Full Body,Forearms,Wrist Extensors,1,0.6347580817378675,0.5871670245245859,,0.4771241830065359,,0.19533747211732724,0.5879911692659507,,-0.11763177682185066,
Jumping Jacks,HIIT,"Upper Back, Rear Deltoids",Shoulders,Quads,2,0.7618208592651209,0.1864963225376768,,0.6405228758169934,,1.2796691210935849,-1.358258985652543,,0.6152468900437273,
Resistance Band Pull-Aparts,Yoga,Triceps,Forearms,Anterior,2,0.46613606371868094,0.18781583969135485,,0.28758169934640526,,-1.243653508645953,-1.3518494567001433,,-0.967771030385921,
Jumping Jacks,HIIT,"Chest, Triceps",Abs,Lateral,3,0.7280988303551938,0.18990818596259007,,0.5163398692810457,,0.991891190165833,-1.3416859253155409,,0.05825910322588796,
Bicep Curls,Yoga,"Legs, Core",Arms,Lateral,2,0.5764596586974499,0.41963247063015474,,0.6274509803921569,,-0.30217113282854485,-0.22580467319095734,,0.5566165966944813,
Deadlift,Cardio,"Core, Lower Back",Legs,Wrist Flexors,2,0.6321094832822965,0.14486177047984358,,0.6274509803921569,,0.1727347934517421,-1.5604980138387559,,0.5566165966944813,
Burpees,Cardio,Full Body,Chest,Middle,2,0.5601362487293572,0.8186612025629659,,0.5359477124183007,,-0.4414722750833723,1.7124696440725438,,0.146204543249758,
Glute Bridges,Cardio,"Obliques, Core",Abs,Grip Strength,2,0.6514296919795419,0.5336343397892258,,0.6601307189542484,,0.33761009495973965,0.32795719262944195,,0.703192330067597,
Push Ups,Strength,"Core, Shoulders, Hips",Arms,Wrist Flexors,3,0.674221778982565,0.18602230372181855,,0.6405228758169934,,0.5321138022181255,-1.3605615228463623,,0.6152468900437273,
Deadlift,Strength,Core,Forearms,Grip Strength,1,0.8029325923592443,0.24782226777028274,,0.8235294117647057,,1.6305095025629814,-1.060369397475512,,1.4360709969331744,
Push-ups,Cardio,Quadriceps,Shoulders,Wrist Extensors,2,0.5696841408888249,0.381933088142334,,0.4248366013071894,,-0.35999222363949046,-0.408928691601592,,-0.3521529502188361,
Incline Push-ups,Yoga,Lower Abs,Arms,Quads,1,0.49923650811072384,0.7533839008749306,,0.17647058823529413,,-0.9611800719089634,1.3953864186383294,,-1.466128523854514,
Leg Raises,Yoga,"Glutes, Hamstrings",Legs,Posterior,2,0.5597810860145169,0.4839149218262956,,0.5686274509803922,,-0.4445031719339863,0.08644608529628858,,0.29278027662287365,
Frog Jumps,HIIT,"Upper Chest, Triceps",Legs,Triceps,3,0.8176033512028777,0.6040166688402339,,0.7124183006535948,,1.7557072074946087,0.6698379893529427,,0.937713503464582,
Incline Push-ups,Yoga,"Lower Abs, Hip Flexors",Chest,Lats,3,0.6179294400636587,0.7325435408875018,,0.764705882352941,,0.05172477033523765,1.2941547746649809,,1.1722346768615663,
Scissors Kicks,HIIT,"Upper Back, Rear Deltoids",Forearms,Wrist Flexors,2,0.6116931102381111,0.38686734025460273,,0.3333333333333333,,-0.0014949839853806368,-0.3849606577765891,,-0.7625650036635594,
Shoulder Press,Cardio,Quadriceps,Chest,Anterior,3,0.5558870875182405,0.2593634934902089,,0.4117647058823529,,-0.4777338779892895,-1.0043081176415565,,-0.4107832435680819,
Push Ups,Cardio,"Lower Chest, Triceps",Shoulders,Grip Strength,2,0.607560547324745,0.48486839759928224,,0.5686274509803922,,-0.036761557293109016,0.09107757534955167,,0.29278027662287365,
Glute Bridges,Yoga,"Biceps, Forearms",Legs,Wrist Extensors,1,0.4806128115031907,0.260005735636766,,0.0980392156862745,,-1.1201114603570757,-1.0011884388853272,,-1.8179102839499919,
Windshield Wipers,Yoga,Calves,Abs,Lateral,1,0.6212833810222456,0.6111377859330444,,0.718954248366013,,0.08034671927235634,0.7044286773576972,,0.9670286501392046,
Pull-ups,HIIT,"Lower Abs, Hip Flexors",Chest,Anterior,1,0.5890718155849022,0.6685919552607079,,0.3790849673202614,,-0.19454117902885587,0.9835111892562888,,-0.5573589769411975,
Pull-ups,Yoga,"Biceps, Forearms",Legs,Posterior,1,0.5316480990522519,0.6443170750330752,,0.5098039215686274,,-0.6845851907366793,0.8655964299055998,,0.02894395655126494,
Jumping Jacks,Cardio,"Shoulders, Upper Back",Forearms,Triceps,1,0.5969795051994575,0.09480354857691886,,0.5555555555555556,,-0.12705833089495536,-1.803654854731741,,0.2341499832736271,
Bicycle Crunches,Cardio,Lower Abs,Chest,Wrist Flexors,1,0.48283590507928054,0.6172905535956832,,0.058823529411764684,,-1.10113996634363,0.7343156268082203,,-1.9938011639977309,
Scissors Kicks,Yoga,"Quadriceps, Calves, Glutes",Abs,Lower Chest,2,0.46395138550422566,0.5848743005899217,,0.4248366013071894,,-1.2622971726431036,0.5768543072720551,,-0.3521529502188361,
Incline Push-ups,Cardio,Shoulders,Arms,Grip Strength,1,0.5090514059588351,0.528222498019874,,0.6470588235294117,,-0.8774214403467552,0.30166927631870677,,0.6445620367183504,
Step-ups,Strength,"Core, Lower Back",Arms,Lower,1,0.7883801458274369,0.22797569591846387,,0.8823529411764705,,1.5063214543276198,-1.1567737348769163,,1.6999073170047827,
Incline Push-ups,Strength,Full Core,Shoulders,Wrist Extensors,2,0.6681775870865042,0.43798143552648977,,0.5620915032679737,,0.48053371957764685,-0.1366749324961839,,0.2634651299482496,
Bird Dogs,Strength,"Quadriceps, Hamstrings, Glutes",Forearms,Anterior,1,0.5200394629193721,0.6414674510644146,,0.14379084967320255,,-0.7836512729150813,0.8517544368101166,,-1.6127042572276302,
Prone Cobras,Cardio,"Core, Lower Back",Legs,Wrist Extensors,2,0.5982558688051326,0.5787893169453683,,0.4248366013071894,,-0.1161660658259183,0.5472966173731925,,-0.3521529502188361,
Inverted Rows,HIIT,"Back, Core, Shoulders",Shoulders,Quads,2,0.7155304276298875,0.8805565015283869,,0.5228758169934641,,0.8846346267776605,2.0131248569513556,,0.08757424990051148,
Lunges,Strength,"Quadriceps, Hamstrings, Glutes",Arms,Wrist Flexors,2,0.560515677375616,0.16614801467045226,,0.3856209150326798,,-0.43823429699353844,-1.4571004960063723,,-0.528043830266574,
Squats,Cardio,Shoulders,Legs,Lateral,3,0.7105622271219696,0.7081121135158932,,0.8366013071895425,,0.8422368675437273,1.1754795906021671,,1.4947012902824215,
Squats,Yoga,"Legs, Core",Shoulders,Wrist Extensors,1,0.6038266752010866,0.49483315010298473,,0.5947712418300654,,-0.06862577272822788,0.1394811671467105,,0.4100408633213657,
Shoulder Press,Strength,"Core, Obliques",Chest,Posterior,2,0.5796992031112094,0.4718357235928977,,0.18954248366013077,,-0.27452542411302244,0.027771614424171004,,-1.407498230505268,
Dead Bugs,Strength,Full Body,Back,Lower,2,0.691942181704664,0.5860652133182529,,0.6862745098039216,,0.6833366377181265,0.582639142725496,,0.8204529167660896,
Shoulder Press,Strength,"Biceps, Forearms",Back,Wrist Flexors,2,0.8092137458929525,0.2655157278942173,,0.9084967320261438,,1.684111774614826,-0.9744237584844762,,1.8171679037032757,
Plyometric Push-ups,Strength,Core,Forearms,Wrist Extensors,2,0.6254965214570076,0.8819972583450494,,0.5490196078431373,,0.1163009271363724,2.0201233052125436,,0.20483483659900406,
Resistance Band Pull-Aparts,Yoga,"Shoulders, Triceps",Forearms,Wrist Flexors,3,0.5427374212514532,0.47703865721421607,,0.3333333333333333,,-0.5899508433668534,0.053044763462286426,,-0.7625650036635594,
Glute Bridges,Strength,"Chest, Triceps",Shoulders,Triceps,3,0.517843215841208,0.22512625326696858,,0.1633986928104575,,-0.8023936635834594,-1.1706148472277895,,-1.5247588172037607,
Push-ups,Strength,"Quadriceps, Hamstrings, Glutes",Back,Quads,2,0.5394198320018765,0.20731440472949372,,0.31372549019607837,,-0.6182625731403335,-1.2571355556388022,,-0.8505104436874289,
Push Ups,Cardio,"Back, Core, Shoulders",Forearms,Anterior,3,0.5526840964984314,0.17880546447737017,,0.4901960784313726,,-0.5050676463969629,-1.3956171793440226,,-0.05900148347260413,
Scissors Kicks,Strength,Triceps,Legs,Lower,2,0.5810763021091965,0.22387957728114558,,0.4640522875816993,,-0.26277350072247146,-1.1766705516217197,,-0.17626207017109696,
Windshield Wipers,HIIT,Core,Arms,Anterior,3,0.772516488843118,0.4974644177387565,,0.6732026143790849,,1.3709437640916988,0.15226249859509808,,0.7618226234168429,
Tricep Extensions,HIIT,"Glutes, Hamstrings",Shoulders,Anterior,2,0.6228183097248394,0.5726675002107278,,0.3856209150326798,,0.09344553391764146,0.5175600114544348,,-0.528043830266574,
Renegade Rows,Cardio,"Shoulders, Upper Back",Forearms,Anterior,1,0.5626854931035193,0.5913118954040615,,0.27450980392156865,,-0.4197174668722437,0.6081247990803913,,-1.0264013237351672,
Plyometric Push-ups,HIIT,"Quadriceps, Hamstrings, Glutes",Back,Lats,3,0.2411055552688653,0.5312870716869366,,0.35294117647058826,,-3.164024738096039,0.3165553834004134,,-0.6746195636396898,
Kettlebell Swings,Yoga,Calves,Legs,Wrist Extensors,2,0.5352931763788243,0.37359273192630915,,0.5424836601307189,,-0.6534787346597173,-0.4494418099729077,,0.17551968992438055,
Deadlifts,Yoga,"Quadriceps, Glutes",Shoulders,Posterior,3,0.6478561154283102,0.21889039675443317,,0.9019607843137255,,0.3071138140665503,-1.2009053991533158,,1.7878527570286527,
Reverse Lunges,HIIT,"Triceps, Chest",Shoulders,Upper,1,0.7244386409762005,0.6551945826384871,,0.5751633986928104,,0.9606557704612859,0.9184337118859818,,0.32209542329749613,
Russian Twists,Strength,"Chest, Triceps",Abs,Lats,1,0.42776535566873775,0.35943082859148023,,0.5228758169934641,,-1.5711024590142653,-0.5182329804345105,,0.08757424990051148,
Push Ups,Cardio,"Shoulders, Triceps",Arms,Wrist Extensors,3,0.2670628062034647,0.5379284988317502,,0.0980392156862745,,-2.9425100722233553,0.34881598679710435,,-1.8179102839499919,
Plyometric Push-ups,Cardio,Lower Abs,Forearms,Wrist Flexors,2,0.7136152606160727,0.4131418054331298,,0.8104575163398693,,0.8682909245025446,-0.25733295335366974,,1.377440703583929,
