Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Sets,Reps,Burns Calories (per 30 min),pseudo_target
Bird Dogs,Yoga,"Upper Back, Rear Deltoids",Legs,Triceps,3,4,23,359.71,0.40752384
Bulgarian Split Squats,Yoga,Calves,Abs,Upper,3,4,19,362.0,0.40751442
Kettlebell Swings,Yoga,"Obliques, Core",Arms,Lower,3,5,20,328.89,0.40751016
Bench Press,Yoga,Core,Arms,Middle,3,5,22,328.7,0.40750542
Bench Press,Yoga,Core,Abs,Middle,3,4,15,342.35,0.40750542
Zottman Curls,Yoga,"Triceps, Chest",Legs,Wrist Flexors,3,5,16,331.38,0.40750444
Tricep Extensions,Yoga,"Obliques, Core",Chest,Posterior,3,5,16,377.39,0.4074984
Box Jumps,Yoga,"Rear Deltoids, Upper Back",Abs,Upper,3,4,17,347.73,0.4074857
Incline Push-ups,Yoga,"Upper Chest, Triceps",Legs,Posterior,3,4,23,354.7,0.40747136
Mountain Climbers,Yoga,"Quadriceps, Calves, Glutes",Forearms,Posterior,3,4,22,342.51,0.40746683
Superman,Yoga,"Lower Chest, Triceps",Arms,Anterior,3,5,25,345.58,0.40746662
Frog Jumps,Yoga,"Lower Back, Glutes",Forearms,Posterior,3,5,20,358.14,0.40746263
Bulgarian Split Squats,Yoga,"Quadriceps, Calves, Glutes",Shoulders,Triceps,3,4,17,325.74,0.40746242
Thrusters,Yoga,"Obliques, Core",Forearms,Quads,3,5,24,346.83,0.40746182
Shoulder Press,Yoga,"Quadriceps, Hamstrings, Glutes",Arms,Lower,3,4,24,333.78,0.4074347
Bicep Curls,Yoga,"Chest, Triceps",Forearms,Triceps,3,4,15,340.35,0.40743077
Rows,Yoga,Calves,Arms,Anterior,3,5,17,333.72,0.40741992
Burpees,Yoga,"Glutes, Hamstrings",Forearms,Wrist Flexors,3,4,15,357.11,0.4074157
Mountain Climbers,Yoga,"Quadriceps, Calves, Glutes",Back,Wrist Flexors,3,3,10,229.37,0.40741238
Incline Push-ups,Yoga,"Triceps, Chest",Arms,Lower Chest,3,5,18,358.47,0.40738925
Lunges,Yoga,"Legs, Core",Arms,Lower,3,5,19,332.65,0.40738767
Push Ups,Yoga,"Chest, Triceps, Shoulders",Abs,Lateral,3,5,24,334.05,0.40737984
Frog Jumps,Yoga,Lower Abs,Abs,Wrist Flexors,3,5,20,355.99,0.4073667
Superman,Yoga,"Glutes, Hamstrings, Core",Back,Triceps,3,4,16,339.22,0.40735093
Plyo Squats,Yoga,"Back, Biceps",Forearms,Lower Chest,3,4,15,331.54,0.4073379
Pistol Squats,Yoga,"Quadriceps, Calves, Glutes",Abs,Triceps,3,5,18,368.6,0.40733203
Lat Pulldowns,Yoga,"Legs, Core",Back,Triceps,3,4,24,333.78,0.40732715
Dead Bugs,Cardio,Full Body,Abs,Middle,3,4,15,338.79,0.4073235
Resistance Band Pull-Aparts,Yoga,"Upper Chest, Triceps",Shoulders,Anterior,3,5,17,362.59,0.40732074
Rows,Yoga,"Lower Chest, Triceps",Forearms,Posterior,3,4,24,351.72,0.40731692
Incline Push-ups,Yoga,"Triceps, Chest",Chest,Triceps,3,4,22,367.25,0.4073099
Pull-ups,Yoga,"Lower Chest, Triceps",Forearms,Quads,3,4,21,341.52,0.40730506
Box Jumps,Yoga,"Upper Chest, Triceps",Chest,Grip Strength,3,4,21,359.75,0.40730092
Renegade Rows,Yoga,"Core, Obliques",Chest,Grip Strength,3,5,22,331.84,0.40728304
Push-ups,Yoga,Quadriceps,Abs,Posterior,3,5,16,366.21,0.40726495
Dragon Flags,Yoga,"Triceps, Chest",Back,Lower Chest,3,4,19,350.1,0.4072515
Tricep Dips,Yoga,"Glutes, Hamstrings",Forearms,Anterior,3,5,23,367.24,0.4072423
Frog Jumps,Yoga,"Obliques, Core",Shoulders,Lower Chest,3,5,15,329.73,0.40723968
Superman,Yoga,Core,Chest,Lateral,3,4,25,347.1,0.4072375
Lat Pulldowns,Yoga,"Upper Chest, Triceps",Chest,Lateral,3,4,15,341.94,0.407235
Box Jumps,Yoga,"Back, Core, Shoulders",Arms,Triceps,3,4,19,364.93,0.4072333
Plyometric Push-ups,Yoga,"Rear Deltoids, Upper Back",Arms,Triceps,3,4,18,360.1,0.40723202
Burpees,Yoga,"Triceps, Chest",Arms,Wrist Flexors,3,5,19,362.47,0.40720776
Turkish Get-ups,Yoga,"Upper Chest, Triceps",Forearms,Grip Strength,3,4,24,364.27,0.40719327
Scissors Kicks,Yoga,"Rear Deltoids, Upper Back",Arms,Triceps,3,4,16,368.25,0.40718755
Face Pulls,Yoga,Calves,Shoulders,Lateral,3,5,15,338.65,0.40718564
Lunges,Yoga,Quadriceps,Arms,Triceps,3,5,21,337.1,0.40718302
Resistance Band Pull-Aparts,Yoga,"Shoulders, Upper Back",Abs,Grip Strength,3,4,22,338.83,0.4071823
Mountain Climbers,Yoga,"Upper Chest, Triceps",Back,Upper,3,3,10,220.34,0.40717748
Resistance Band Pull-Aparts,Yoga,"Glutes, Hamstrings, Core",Abs,Wrist Flexors,3,4,18,356.07,0.4071773
Kettlebell Swings,Yoga,"Shoulders, Upper Back",Abs,Upper,3,5,24,331.5,0.40716898
Lunges,Yoga,Core,Chest,Middle,3,3,12,179.89,0.40715483
Dips,Yoga,"Core, Shoulders, Legs",Forearms,Lateral,3,4,25,367.12,0.40713054
Shoulder Press,Yoga,Full Body,Legs,Upper,3,4,21,359.89,0.4071301
Plyometric Push-ups,Yoga,"Lower Chest, Triceps",Shoulders,Lateral,3,5,18,364.05,0.4071084
Box Jumps,Yoga,"Core, Obliques",Shoulders,Triceps,3,5,22,362.78,0.407105
Superman,Yoga,"Obliques, Core",Forearms,Grip Strength,3,4,20,336.46,0.4070914
Inverted Rows,Yoga,"Legs, Core",Arms,Lower,3,5,16,370.41,0.40709114
Leg Raises,Yoga,"Legs, Core",Abs,Lower,3,5,25,348.29,0.40709114
Squats,Yoga,"Legs, Core",Abs,Lower,3,5,21,353.28,0.40709114
Face Pulls,Yoga,"Lower Chest, Triceps",Forearms,Middle,3,4,16,331.4,0.40707576
Lat Pulldowns,Yoga,"Legs, Shoulders, Core",Back,Quads,3,4,15,351.21,0.4070714
Bear Crawls,Yoga,Lower Abs,Forearms,Lateral,3,4,17,340.2,0.40707004
Resistance Band Pull-Aparts,Yoga,"Rear Deltoids, Upper Back",Shoulders,Quads,3,5,15,347.8,0.4070643
Prone Cobras,Yoga,"Glutes, Hamstrings, Core",Legs,Quads,3,4,24,363.27,0.40705168
Incline Push-ups,Yoga,Core,Legs,Lower Chest,3,3,12,219.83,0.40703994
Turkish Get-ups,Yoga,"Shoulders, Upper Back",Arms,Lower,3,4,16,363.1,0.40701613
Wall Angels,Yoga,"Glutes, Hamstrings",Forearms,Grip Strength,3,5,24,350.19,0.40701243
Resistance Band Pull-Aparts,Yoga,"Legs, Shoulders, Core",Back,Lower,3,4,16,334.39,0.40698096
Turkish Get-ups,Yoga,"Back, Core, Shoulders",Abs,Lateral,3,4,19,356.0,0.40696976
Kettlebell Swings,Yoga,"Legs, Core",Shoulders,Middle,3,5,23,340.2,0.40696496
Superman,Yoga,"Legs, Core",Abs,Upper,3,5,17,362.51,0.40696314
Bicep Curls,Yoga,"Legs, Core",Back,Lower,3,5,21,349.56,0.40695933
Shoulder Press,Yoga,"Core, Lower Back",Forearms,Posterior,3,5,15,358.6,0.4069528
Zottman Curls,Yoga,Core,Chest,Quads,3,5,21,337.67,0.4069402
Decline Push-ups,Yoga,Quadriceps,Chest,Grip Strength,3,4,20,335.98,0.40693158
Step-ups,Yoga,"Core, Shoulders, Legs",Arms,Upper,3,4,23,352.54,0.40692502
Lat Pulldowns,Yoga,"Shoulders, Upper Back",Forearms,Middle,3,4,19,361.29,0.4069165
Tricep Extensions,Yoga,"Triceps, Chest",Abs,Triceps,3,4,18,340.65,0.40691596
Renegade Rows,Yoga,"Core, Obliques",Forearms,Quads,3,4,19,358.82,0.4069124
Zottman Curls,Yoga,"Biceps, Forearms",Forearms,Grip Strength,3,4,17,344.87,0.40690672
Push Ups,Yoga,Full Body,Forearms,Lats,3,4,23,349.62,0.40690666
Bear Crawls,Yoga,"Glutes, Hamstrings, Core",Arms,Lateral,3,4,23,358.32,0.40689802
Deadlift,Yoga,"Glutes, Hamstrings, Core",Arms,Lateral,3,5,18,347.15,0.40689802
Lat Pulldowns,Yoga,"Triceps, Chest",Back,Posterior,3,3,8,249.81,0.4068926
Calf Raises,Yoga,Quadriceps,Back,Quads,3,4,18,369.95,0.40688697
Bear Crawls,Yoga,Quadriceps,Arms,Triceps,3,5,21,370.71,0.4068865
Superman,Yoga,Calves,Legs,Lower,3,5,19,351.13,0.40688342
Bicycle Crunches,Yoga,Calves,Back,Upper,3,5,17,347.43,0.4068772
Turkish Get-ups,Yoga,Triceps,Chest,Lateral,3,4,25,351.69,0.4068699
Lunges,Yoga,"Shoulders, Upper Back",Forearms,Lower Chest,3,3,15,201.59,0.40686464
Kettlebell Swings,Yoga,Full Core,Shoulders,Upper,3,5,15,368.13,0.40686187
Bulgarian Split Squats,Yoga,Calves,Abs,Lower,3,5,25,330.35,0.4068546
Tricep Extensions,Yoga,"Triceps, Chest",Chest,Quads,3,5,25,341.33,0.40685353
Box Jumps,Yoga,"Glutes, Hamstrings",Arms,Posterior,3,5,15,350.18,0.40684962
Prone Cobras,Yoga,"Quadriceps, Calves, Glutes",Shoulders,Quads,3,4,18,329.17,0.40683338
Inverted Rows,Yoga,Quadriceps,Abs,Middle,3,5,21,368.33,0.40683153
Resistance Band Pull-Aparts,Yoga,Triceps,Shoulders,Lower,3,4,20,345.37,0.4067972
Jumping Jacks,Yoga,"Legs, Shoulders, Core",Forearms,Lateral,3,5,19,332.87,0.4067877
Zottman Curls,Yoga,"Lower Chest, Triceps",Legs,Anterior,3,4,20,343.55,0.4067565
Incline Push-ups,Yoga,Shoulders,Arms,Middle,3,3,15,144.88,0.40675563
Incline Push-ups,Yoga,Shoulders,Abs,Middle,3,4,17,348.45,0.40675563
Superman,Yoga,Quadriceps,Back,Posterior,3,4,17,344.71,0.40674722
Turkish Get-ups,Yoga,"Legs, Core",Abs,Grip Strength,3,4,20,365.72,0.40674257
Dips,Yoga,"Glutes, Hamstrings, Core",Back,Quads,3,5,21,337.88,0.40672988
Dead Bugs,Cardio,Calves,Legs,Middle,3,5,18,335.8,0.406726
Plyo Squats,Yoga,Calves,Legs,Quads,3,4,23,361.66,0.40671262
Box Jumps,Yoga,"Upper Back, Rear Deltoids",Abs,Wrist Flexors,3,5,20,353.18,0.40670705
Bicep Curls,Yoga,"Legs, Shoulders, Core",Forearms,Triceps,3,4,21,345.59,0.40670356
Shoulder Press,Yoga,"Shoulders, Upper Back",Back,Grip Strength,3,5,16,330.71,0.40670338
Tricep Dips,Yoga,"Glutes, Hamstrings, Core",Forearms,Triceps,3,4,25,366.5,0.40669984
Resistance Band Pull-Aparts,Yoga,"Obliques, Core",Chest,Upper,3,4,20,363.86,0.4066942
Dragon Flags,Yoga,"Biceps, Forearms",Forearms,Upper,3,4,8,315.95,0.40668762
Decline Push-ups,Yoga,"Core, Shoulders, Legs",Forearms,Lateral,3,5,20,347.51,0.4066869
Inverted Rows,Yoga,"Upper Chest, Triceps",Forearms,Lateral,3,4,19,364.69,0.4066869
Plyometric Push-ups,Yoga,Core,Forearms,Lateral,3,4,22,343.44,0.4066869
Bird Dogs,Yoga,"Glutes, Hamstrings, Core",Abs,Wrist Extensors,3,5,22,353.97,0.40668112
Burpees,Yoga,Calves,Back,Quads,3,4,25,347.93,0.40667894
Turkish Get-ups,Yoga,Quadriceps,Chest,Upper,3,5,25,337.97,0.40667665
Prone Cobras,Yoga,Calves,Forearms,Posterior,3,3,15,199.98,0.40665662
Deadlifts,Yoga,"Full Body, Core, Shoulders",Arms,Lateral,3,4,24,372.51,0.40665364
Push Ups,Yoga,"Obliques, Core",Back,Wrist Flexors,3,5,16,362.83,0.40664914
Plyo Squats,Yoga,"Legs, Core",Chest,Lower Chest,3,4,23,329.99,0.40664896
Deadlifts,Yoga,"Core, Lower Back",Forearms,Anterior,3,4,25,354.36,0.40664816
Bicycle Crunches,Yoga,"Triceps, Chest",Abs,Anterior,3,5,24,370.71,0.4066388
Renegade Rows,Yoga,"Legs, Shoulders, Core",Arms,Grip Strength,3,5,17,348.17,0.40663385
Bulgarian Split Squats,Yoga,"Quadriceps, Calves, Glutes",Back,Quads,3,5,16,369.62,0.4066302
Push Ups,Yoga,"Lower Chest, Triceps",Back,Quads,3,4,16,358.89,0.40662864
Plyometric Push-ups,Yoga,"Lower Chest, Triceps",Forearms,Middle,3,5,20,345.78,0.40662283
Zottman Curls,Yoga,"Rear Deltoids, Upper Back",Arms,Lats,3,4,18,370.21,0.40662125
Deadlift,Yoga,"Glutes, Hamstrings",Chest,Middle,3,5,22,369.36,0.4066116
Box Jumps,Yoga,"Glutes, Hamstrings",Shoulders,Anterior,3,5,22,341.86,0.40660742
Dragon Flags,Yoga,Quadriceps,Chest,Middle,3,4,16,357.22,0.4065933
Shoulder Press,Yoga,"Shoulders, Upper Back",Arms,Triceps,3,5,19,357.3,0.4065578
Shoulder Press,Yoga,"Quadriceps, Calves, Glutes",Abs,Lats,3,4,19,349.03,0.40652835
Turkish Get-ups,Yoga,"Upper Chest, Triceps",Back,Quads,3,5,17,349.13,0.4065264
Frog Jumps,Yoga,"Core, Shoulders, Legs",Chest,Middle,3,4,21,365.24,0.40651697
Flutter Kicks,Yoga,Quadriceps,Abs,Lower,3,5,22,329.97,0.4065085
Face Pulls,Yoga,Calves,Forearms,Wrist Flexors,3,5,16,377.55,0.40649664
Frog Jumps,Yoga,"Obliques, Core",Abs,Upper,3,4,15,336.12,0.40647697
Push Ups,Yoga,"Triceps, Chest",Chest,Wrist Flexors,3,5,22,361.3,0.40647185
Shoulder Press,Yoga,"Shoulders, Upper Back",Arms,Middle,3,4,22,328.19,0.4064662
Bird Dogs,Yoga,Shoulders,Legs,Lower Chest,3,4,19,328.6,0.40646407
Pull-ups,Yoga,"Quadriceps, Calves, Glutes",Back,Anterior,3,5,22,371.82,0.40646255
Superman,Yoga,"Glutes, Hamstrings",Forearms,Anterior,3,5,20,326.95,0.40645447
Box Jumps,Yoga,"Core, Obliques",Back,Triceps,3,5,23,357.52,0.40642315
Zottman Curls,Yoga,"Glutes, Hamstrings, Core",Shoulders,Middle,3,4,22,362.1,0.40641248
Turkish Get-ups,Yoga,"Legs, Core",Chest,Wrist Flexors,3,4,25,334.3,0.4063944
Bird Dogs,Yoga,Shoulders,Shoulders,Lower Chest,3,5,24,366.22,0.40638047
Kettlebell Swings,Yoga,Calves,Arms,Middle,3,4,20,356.23,0.40637326
Burpees,Yoga,"Triceps, Chest",Back,Lower,3,5,24,329.43,0.40637308
Plank,Yoga,Shoulders,Arms,Lats,3,4,20,360.5,0.40636605
Bulgarian Split Squats,Yoga,"Shoulders, Upper Back",Chest,Lateral,3,4,20,351.23,0.4063659
Inverted Rows,Yoga,Quadriceps,Arms,Lower,3,5,24,370.25,0.40636295
Frog Jumps,Yoga,Calves,Forearms,Wrist Extensors,3,4,21,337.41,0.40635684
Dips,Yoga,"Upper Chest, Triceps",Forearms,Upper,3,5,18,363.96,0.4063275
Resistance Band Pull-Aparts,Yoga,"Back, Biceps",Forearms,Lower,3,4,24,352.13,0.40626925
Glute Bridges,Yoga,Lower Abs,Legs,Wrist Flexors,3,5,25,355.03,0.40625268
Scissors Kicks,Yoga,Full Core,Forearms,Upper,3,4,19,334.97,0.40621668
Seated Rows,Yoga,"Shoulders, Upper Back",Forearms,Lower,3,5,24,369.17,0.40621322
Thrusters,Yoga,Calves,Arms,Anterior,3,4,16,371.77,0.40620923
Deadlifts,Yoga,Calves,Chest,Anterior,3,5,19,368.52,0.40619674
Incline Push-ups,Yoga,"Quadriceps, Hamstrings, Glutes",Shoulders,Quads,3,5,15,358.01,0.40619346
Push Ups,Yoga,"Core, Obliques",Forearms,Middle,3,3,12,180.49,0.40618396
Glute Bridges,Yoga,"Quadriceps, Hamstrings, Glutes",Chest,Lower Chest,3,5,19,353.03,0.40616897
Dead Bugs,Yoga,"Shoulders, Triceps",Legs,Wrist Flexors,3,4,20,355.57,0.40616652
Incline Push-ups,Yoga,Triceps,Legs,Lower,3,4,15,366.72,0.40616152
Lat Pulldowns,Yoga,"Upper Chest, Triceps",Back,Middle,3,4,17,370.19,0.40615118
Face Pulls,Yoga,Calves,Forearms,Quads,3,4,15,357.52,0.40615025
Zottman Curls,Yoga,Triceps,Arms,Lateral,3,5,19,356.61,0.4061379
Zottman Curls,Yoga,"Core, Obliques",Arms,Lower,3,4,8,314.75,0.4061377
Incline Push-ups,Yoga,"Upper Back, Rear Deltoids",Forearms,Upper,3,3,10,279.72,0.406101
Incline Push-ups,Yoga,Full Core,Abs,Quads,3,5,19,330.44,0.4060967
Deadlift,Yoga,Core,Shoulders,Middle,3,4,19,357.25,0.4060959
Tricep Extensions,Cardio,"Quadriceps, Hamstrings, Glutes",Abs,Lats,2,3,15,140.42,0.406072
Deadlifts,Yoga,"Glutes, Hamstrings",Forearms,Middle,3,5,18,329.45,0.40605524
Pull-ups,Yoga,"Quadriceps, Calves, Glutes",Chest,Quads,3,4,24,333.87,0.4060241
Bicep Curls,Yoga,Quadriceps,Chest,Triceps,3,4,23,338.64,0.40601364
Lat Pulldowns,Yoga,"Shoulders, Upper Back",Arms,Lateral,3,4,21,334.75,0.40600276
Zottman Curls,Yoga,"Legs, Core",Back,Anterior,3,5,21,363.42,0.40599182
Thrusters,Yoga,Calves,Chest,Triceps,3,4,16,349.68,0.405971
Superman,Yoga,Quadriceps,Back,Triceps,3,5,16,360.1,0.40596092
Leg Press,Yoga,Quadriceps,Forearms,Lower,3,4,24,335.8,0.40595227
Scissors Kicks,Yoga,"Legs, Core",Forearms,Middle,3,5,20,338.35,0.4059386
Squats,Yoga,"Triceps, Chest",Chest,Lateral,3,4,22,349.04,0.4059314
Bicep Curls,Yoga,Quadriceps,Abs,Quads,3,5,16,328.81,0.40591392
Seated Rows,Yoga,"Back, Biceps",Forearms,Upper,3,3,12,179.69,0.40588385
Plyometric Push-ups,Yoga,Triceps,Forearms,Upper,3,4,24,354.61,0.40588385
Incline Push-ups,Yoga,Triceps,Back,Middle,3,3,12,260.51,0.40586466
Deadlifts,Yoga,"Quadriceps, Calves, Glutes",Arms,Lower Chest,3,5,22,365.63,0.40585002
Scissors Kicks,Yoga,"Back, Biceps",Forearms,Upper,3,5,22,365.0,0.40583938
Plyometric Push-ups,Yoga,"Lower Back, Glutes",Forearms,Quads,3,4,19,334.12,0.40580428
Resistance Band Pull-Aparts,Yoga,Quadriceps,Abs,Wrist Flexors,3,4,17,350.21,0.4057873
Superman,Yoga,"Quadriceps, Calves, Glutes",Forearms,Lats,3,4,21,355.74,0.40577763
Incline Push-ups,Yoga,"Core, Lower Back",Arms,Anterior,3,3,12,200.64,0.40577224
Bulgarian Split Squats,Yoga,"Chest, Triceps",Forearms,Upper,3,4,19,364.57,0.4056949
Push-ups,Yoga,"Upper Chest, Triceps",Chest,Lats,3,5,24,355.19,0.40569052
Renegade Rows,Yoga,"Back, Core, Shoulders",Forearms,Grip Strength,3,5,18,346.91,0.40564603
Dead Bugs,Yoga,"Upper Back, Rear Deltoids",Forearms,Grip Strength,3,5,24,339.59,0.40561026
Face Pulls,Yoga,"Legs, Shoulders, Core",Forearms,Upper,3,5,21,375.2,0.40560958
Lat Pulldowns,Yoga,"Shoulders, Upper Back",Forearms,Wrist Flexors,3,5,20,370.21,0.4055963
Resistance Band Pull-Aparts,Yoga,"Legs, Core",Forearms,Posterior,3,5,20,354.31,0.40555173
Incline Push-ups,Yoga,Triceps,Arms,Lower,3,4,25,364.13,0.40553382
Prone Cobras,Yoga,"Lower Abs, Hip Flexors",Chest,Lateral,3,5,15,348.16,0.40553066
Incline Push-ups,Yoga,"Glutes, Hamstrings, Core",Arms,Upper,3,4,24,374.3,0.40550977
Bicycle Crunches,Yoga,Calves,Abs,Lateral,3,4,24,347.25,0.40550017
Incline Push-ups,Yoga,"Legs, Core",Legs,Upper,3,4,16,332.12,0.40547565
Box Jumps,Yoga,"Full Body, Core, Shoulders",Chest,Quads,3,4,19,334.26,0.40546408
Pull-ups,Yoga,"Back, Core, Shoulders",Forearms,Lateral,3,5,22,328.54,0.40546274
Frog Jumps,Yoga,"Triceps, Chest",Forearms,Lats,3,5,25,351.04,0.4054568
Bird Dogs,Yoga,Shoulders,Chest,Lower,3,4,15,347.49,0.40545392
Deadlifts,Yoga,"Quadriceps, Calves, Glutes",Abs,Middle,3,4,22,360.5,0.40544018
Deadlift,Yoga,"Obliques, Core",Forearms,Upper,3,5,15,343.19,0.40541437
Box Jumps,Yoga,"Legs, Core",Arms,Wrist Flexors,3,5,15,350.16,0.40540186
Bird Dogs,Yoga,"Upper Chest, Triceps",Chest,Wrist Flexors,3,4,24,371.43,0.40539762
Box Jumps,Cardio,"Triceps, Chest",Shoulders,Lower,3,4,15,336.13,0.40538546
Rows,Yoga,"Legs, Core",Forearms,Lower,3,4,25,374.2,0.4053673
Incline Push-ups,Yoga,"Core, Obliques",Arms,Anterior,3,5,18,363.39,0.40536243
Bird Dogs,Yoga,Shoulders,Back,Wrist Flexors,3,3,10,270.13,0.40535444
Box Jumps,Yoga,"Upper Chest, Triceps",Forearms,Quads,3,4,19,377.7,0.4053412
Lat Pulldowns,Yoga,Quadriceps,Forearms,Posterior,3,4,16,327.85,0.4053058
Burpees,Yoga,"Quadriceps, Calves, Glutes",Abs,Lateral,3,4,21,378.23,0.40524876
Shoulder Press,Yoga,"Glutes, Hamstrings",Chest,Lateral,3,4,19,377.34,0.40521905
Frog Jumps,Yoga,"Glutes, Hamstrings, Core",Chest,Anterior,3,5,20,359.81,0.40520638
Shoulder Press,Yoga,Calves,Legs,Lateral,3,5,19,352.38,0.40520254
Zottman Curls,Yoga,"Core, Lower Back",Forearms,Quads,3,4,25,334.1,0.40519655
Deadlifts,Yoga,Lower Abs,Forearms,Upper,3,5,20,348.71,0.4051349
Zottman Curls,Yoga,"Legs, Shoulders, Core",Forearms,Anterior,3,5,21,371.03,0.40509242
Scissors Kicks,Yoga,Quadriceps,Forearms,Lats,3,4,24,330.62,0.4050655
Turkish Get-ups,Yoga,"Glutes, Hamstrings, Core",Abs,Anterior,3,4,17,332.32,0.40506348
Bird Dogs,Yoga,Shoulders,Chest,Quads,3,4,21,333.73,0.40505812
Dragon Flags,Yoga,"Quadriceps, Calves, Glutes",Forearms,Middle,3,5,16,357.43,0.40499562
Superman,Yoga,"Core, Lower Back",Back,Anterior,3,4,21,341.94,0.40498832
Push Ups,Yoga,"Full Body, Core, Shoulders",Forearms,Upper,3,5,19,364.81,0.4049673
Frog Jumps,Yoga,Calves,Legs,Quads,3,4,16,349.31,0.40496168
Bicep Curls,Yoga,Quadriceps,Forearms,Grip Strength,3,4,25,335.24,0.40495855
Bird Dogs,Yoga,Shoulders,Abs,Lower,3,4,15,336.05,0.40495795
Lunges,Yoga,"Upper Chest, Triceps",Forearms,Lats,3,5,21,357.09,0.40495268
Push-ups,Yoga,"Quadriceps, Calves, Glutes",Abs,Lateral,3,5,19,331.37,0.40494472
Frog Jumps,Yoga,Quadriceps,Back,Lateral,3,5,21,337.4,0.40493876
Glute Bridges,Yoga,"Back, Hamstrings, Glutes",Shoulders,Upper,3,4,24,351.65,0.40493
Lat Pulldowns,Yoga,Calves,Forearms,Quads,3,4,21,362.2,0.404907
Bird Dogs,Yoga,"Upper Chest, Triceps",Abs,Upper,3,5,21,373.66,0.40486455
Deadlifts,Yoga,"Rear Deltoids, Upper Back",Forearms,Upper,3,5,19,329.24,0.40484533
Frog Jumps,Yoga,Quadriceps,Arms,Posterior,3,4,19,347.91,0.40484092
Glute Bridges,Yoga,Core,Chest,Posterior,3,5,23,359.66,0.4048188
Incline Push-ups,Yoga,"Glutes, Hamstrings",Arms,Middle,3,5,20,357.9,0.4048099
Kettlebell Swings,Yoga,Full Body,Forearms,Lower,3,4,15,357.83,0.4047408
Bird Dogs,Yoga,Core,Abs,Anterior,3,4,25,364.44,0.40472826
Bird Dogs,Yoga,"Back, Biceps",Chest,Lower,3,5,20,369.69,0.4047007
Dead Bugs,Yoga,"Quadriceps, Hamstrings, Glutes",Legs,Lower Chest,3,4,24,372.85,0.404696
Calf Raises,Yoga,Calves,Legs,Lateral,3,5,23,330.36,0.40469122
Shoulder Press,Yoga,"Glutes, Hamstrings, Core",Back,Quads,3,5,18,342.17,0.40467247
Dead Bugs,Yoga,Core,Shoulders,Grip Strength,3,4,15,366.13,0.40461087
Bicep Curls,Yoga,"Quadriceps, Calves, Glutes",Forearms,Wrist Flexors,3,4,16,352.76,0.40458935
Push Ups,Yoga,Quadriceps,Forearms,Grip Strength,3,4,15,341.4,0.40458173
Incline Push-ups,Yoga,"Core, Lower Back",Forearms,Lower Chest,3,4,15,350.32,0.40455046
Tricep Dips,Yoga,"Quadriceps, Calves, Glutes",Forearms,Lower,3,5,16,334.62,0.40452704
Dead Bugs,Cardio,Core,Back,Middle,3,5,18,354.99,0.4044988
Bird Dogs,Yoga,"Full Body, Core, Shoulders",Shoulders,Quads,3,5,17,360.85,0.4044566
Frog Jumps,Yoga,"Legs, Core",Abs,Quads,3,4,25,352.54,0.40444484
Dead Bugs,Yoga,"Lower Abs, Hip Flexors",Abs,Lateral,3,4,22,364.37,0.40440866
Dead Bugs,Yoga,"Lower Abs, Hip Flexors",Chest,Triceps,3,4,24,333.6,0.40440175
Bird Dogs,Yoga,"Obliques, Core",Abs,Upper,3,4,23,344.53,0.40439507
Glute Bridges,Yoga,"Quadriceps, Hamstrings, Glutes",Back,Grip Strength,3,4,22,367.35,0.4043463
Glute Bridges,Yoga,"Obliques, Core",Shoulders,Middle,3,5,25,331.01,0.4042904
Bird Dogs,Yoga,"Obliques, Core",Shoulders,Lower,3,5,16,357.38,0.40427935
Deadlifts,Yoga,"Upper Chest, Triceps",Back,Triceps,3,5,15,336.84,0.40427914
Zottman Curls,Yoga,Quadriceps,Abs,Lower,3,4,16,373.83,0.4042373
Bird Dogs,Yoga,"Full Body, Core, Shoulders",Chest,Lower,3,5,16,360.67,0.40422288
Superman,Yoga,"Quadriceps, Calves, Glutes",Chest,Lateral,3,5,21,337.12,0.4042227
Deadlifts,Yoga,Calves,Forearms,Lower,3,5,21,335.89,0.40421468
Plyo Squats,Yoga,Quadriceps,Shoulders,Lateral,3,4,18,364.36,0.40420574
Dead Bugs,Yoga,"Back, Core, Shoulders",Shoulders,Triceps,3,4,23,361.31,0.40418917
Bicep Curls,Yoga,Quadriceps,Forearms,Lower,3,5,15,329.04,0.40415168
Frog Jumps,Yoga,"Glutes, Hamstrings, Core",Forearms,Grip Strength,3,5,17,365.86,0.4041513
Deadlifts,Yoga,"Quadriceps, Calves, Glutes",Abs,Lateral,3,5,23,357.41,0.40411666
Bird Dogs,Yoga,"Legs, Core",Legs,Posterior,3,5,25,376.5,0.4041149
Dragon Flags,Yoga,"Shoulders, Upper Back",Forearms,Upper,3,5,15,362.25,0.4040317
Bird Dogs,Yoga,"Legs, Shoulders, Core",Arms,Triceps,3,4,15,365.49,0.40400106
Dead Bugs,Yoga,"Triceps, Chest",Legs,Lower Chest,3,4,21,354.51,0.403953
Glute Bridges,Yoga,"Core, Obliques",Arms,Lower Chest,3,5,24,331.29,0.4039307
Dead Bugs,Yoga,Core,Chest,Lower Chest,3,5,17,357.56,0.4039001
Dead Bugs,Yoga,"Back, Biceps",Chest,Lower Chest,3,4,15,347.75,0.4039001
Box Jumps,Yoga,Lower Abs,Forearms,Upper,3,4,17,359.78,0.40388077
